FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
HG02922	HG02922	-0.3899316	0.1975604	-0.2110716	0.0118486	-0.0006731991	0.002283376	-2.001943e-06	-0.002121001	0.004054223	0.003077236	HG02922:HG02922
HG02923	HG02923	-0.3884151	0.1954493	-0.213215	0.01856962	0.003341271	-0.002227094	0.002483566	-0.004111699	-0.002120097	-0.008569388	HG02923:HG02923
HG02938	HG02938	-0.3899421	0.1959001	-0.2095318	0.01860753	-0.000713192	-0.0003190795	-0.001050318	0.001589255	-0.002956691	-0.004206255	HG02938:HG02938
HG02941	HG02941	-0.3866284	0.200009	-0.2127741	0.01360904	-0.001753388	0.002749367	-0.001389417	-0.01035555	-0.003927594	-0.0009656978	HG02941:HG02941
HG02943	HG02943	-0.3899573	0.1974789	-0.2073989	0.01473416	-0.005737732	0.0004530133	-0.0125674	-0.002779775	-0.006676783	-0.00778502	HG02943:HG02943
HG02944	HG02944	-0.3951376	0.1980535	-0.212055	0.01756657	-0.001053132	-0.003567935	-0.001109245	0.00143288	0.002918763	0.007159451	HG02944:HG02944
HG02946	HG02946	-0.3968209	0.1982352	-0.213147	0.01658238	-0.000564533	0.005404249	-0.001860244	0.001349854	0.003905769	-0.000564935	HG02946:HG02946
HG02947	HG02947	-0.3915867	0.2011967	-0.206558	0.01899604	-0.0009229071	-0.003790272	-0.006742809	0.0005906886	-0.006207805	-0.00540739	HG02947:HG02947
HG02952	HG02952	-0.3941267	0.2019649	-0.213714	0.01570046	-0.002310803	-0.004709379	-0.0009916513	1.574577e-05	-0.003692784	0.008505265	HG02952:HG02952
HG02953	HG02953	-0.3861499	0.1982531	-0.2079182	0.01288039	-0.0006205514	-0.000515969	0.006938633	-0.005098846	0.006235643	0.002350193	HG02953:HG02953
HG02968	HG02968	-0.3862482	0.1939223	-0.2090414	0.01963505	-0.001003717	-0.003614037	-0.003254427	0.0007531716	0.004336722	0.001445317	HG02968:HG02968
HG02970	HG02970	-0.3882294	0.1984559	-0.21192	0.01115342	-0.001456113	0.0001023117	0.001674881	-0.006714047	-0.002068451	0.003915427	HG02970:HG02970
HG02971	HG02971	-0.391837	0.1954493	-0.2121013	0.0157818	-0.001687954	0.007625012	0.004892992	-0.002118448	0.006675849	0.001374224	HG02971:HG02971
HG02973	HG02973	-0.3918873	0.1992379	-0.2127036	0.01691371	0.0001931299	0.002563519	-0.003355782	0.001524736	0.005260535	-0.002764377	HG02973:HG02973
HG02974	HG02974	-0.3919978	0.1988513	-0.2077768	0.0150541	-0.0001268053	0.002294504	0.0006713123	0.005296048	-0.005628478	-0.01194491	HG02974:HG02974
HG02976	HG02976	-0.3890727	0.1981394	-0.2073344	0.01721552	-0.001593364	-0.001776015	0.002834945	0.002977877	0.009615259	0.007693105	HG02976:HG02976
HG02977	HG02977	-0.3894037	0.1976255	-0.2107338	0.01639452	-0.003588842	-0.000832492	-0.003544052	-0.003999229	0.001656014	-0.003239431	HG02977:HG02977
HG02979	HG02979	-0.3889766	0.1974302	-0.2093978	0.01447476	-0.002358668	0.003284813	-0.001656897	0.001038801	0.002035736	-0.003411825	HG02979:HG02979
HG02981	HG02981	-0.3865155	0.1954052	-0.2095395	0.01527405	-0.001975557	0.0007160412	0.002874889	0.006982083	-0.002060977	-0.006610729	HG02981:HG02981
HG03040	HG03040	-0.3887873	0.1929146	-0.1970882	0.0138486	-0.001198227	-0.004461167	-0.0006999343	-0.006558843	-0.002328139	-0.00546121	HG03040:HG03040
HG03081	HG03081	-0.3906199	0.1947837	-0.2042395	0.02057417	-0.0007022092	0.0001685753	-0.0005044496	0.005240575	-0.0004504494	0.007124931	HG03081:HG03081
HG03095	HG03095	-0.3880928	0.1931296	-0.2087262	0.01849776	-0.0009677064	7.957206e-05	-0.001362031	0.001675421	-0.004198417	0.007061466	HG03095:HG03095
HG03099	HG03099	-0.3948549	0.2009659	-0.2110732	0.01989815	0.003466547	0.002702312	0.001025364	-0.009352459	-0.004594581	0.00261826	HG03099:HG03099
HG03100	HG03100	-0.3878906	0.1975024	-0.2108436	0.01375276	-0.0001006071	-0.0001954485	-0.001110384	-0.002161569	0.004337797	0.000659606	HG03100:HG03100
HG03103	HG03103	-0.3904144	0.1960536	-0.2102266	0.01427746	-0.003443093	0.004151668	-0.005388831	0.009876983	0.001491753	-0.001910762	HG03103:HG03103
HG03105	HG03105	-0.3885653	0.1990955	-0.2104009	0.01641058	0.003211421	0.002317654	0.008163392	-0.005381759	-0.001856276	0.00149173	HG03105:HG03105
HG03108	HG03108	-0.3917306	0.1977468	-0.2112775	0.01308428	-0.001902746	0.003489274	-0.003588281	-0.004294456	0.0004241048	0.005532386	HG03108:HG03108
HG03109	HG03109	-0.3903812	0.1985211	-0.2058507	0.00920033	0.0005381602	0.004650622	-0.00261653	-0.001080325	-0.004000401	-0.0001667922	HG03109:HG03109
HG03111	HG03111	-0.3840794	0.1990934	-0.2111366	0.01552568	-0.005286953	-0.006857303	0.006542523	-0.003982707	0.006113198	-0.003265004	HG03111:HG03111
HG03112	HG03112	-0.3949537	0.1949102	-0.2058815	0.01846858	0.0002325925	0.001738054	-0.009294934	0.001509285	-0.004221902	0.003921395	HG03112:HG03112
HG03114	HG03114	-0.3909831	0.1984405	-0.2092089	0.01175363	0.0005776393	-0.0006824042	0.005159285	-0.003688985	-0.00168239	-0.004088897	HG03114:HG03114
HG03115	HG03115	-0.3880275	0.1996137	-0.2104669	0.01587358	0.002599745	-0.002614919	-0.006265161	-0.001521098	0.0008160207	0.001948022	HG03115:HG03115
HG03117	HG03117	-0.3902459	0.1982346	-0.2053382	0.01335518	0.004205884	0.004953896	0.001951552	0.001528378	-0.001650492	0.006920242	HG03117:HG03117
HG03118	HG03118	-0.3920034	0.1957391	-0.2057123	0.01005581	-0.002744028	0.003205758	-0.002472746	-0.007271411	0.0004566675	0.001270245	HG03118:HG03118
HG03120	HG03120	-0.3931338	0.1973222	-0.2106467	0.01672703	0.003932637	-0.002477258	-0.01042053	0.004418736	-0.0002126652	0.0009398678	HG03120:HG03120
HG03121	HG03121	-0.3926781	0.2009521	-0.2067751	0.0128984	0.001846603	-0.0003677282	-0.0006173112	0.001720194	0.0007069359	0.003865482	HG03121:HG03121
HG03123	HG03123	-0.3891796	0.1972925	-0.2092566	0.0156565	-0.0005212124	-0.002191068	0.002660733	0.002991046	0.0009634167	0.003592366	HG03123:HG03123
HG03124	HG03124	-0.3880959	0.1954082	-0.2104627	0.0182731	-0.004402667	-0.001731502	-0.00340469	-0.003522251	-0.004027565	-0.005752097	HG03124:HG03124
HG03126	HG03126	-0.3893924	0.2012431	-0.2062616	0.02045084	0.005078582	-0.005449419	0.001476631	-0.004224171	0.004098001	-0.006535846	HG03126:HG03126
HG03127	HG03127	-0.3836692	0.199155	-0.2124497	0.01520592	0.0006976996	-0.005430168	0.005882514	-0.008284509	-0.003979023	-0.003502711	HG03127:HG03127
HG03129	HG03129	-0.3918333	0.200367	-0.2079733	0.02064204	-0.004675662	-0.0008181814	0.005200779	-0.001763501	0.0005239026	0.0001355834	HG03129:HG03129
HG03130	HG03130	-0.3867178	0.2006294	-0.210854	0.02129396	0.00171295	0.008233209	0.003654155	-0.001541755	6.149811e-05	0.004329516	HG03130:HG03130
HG03132	HG03132	-0.3936931	0.1975794	-0.2085501	0.01753568	-0.003356207	-0.001020112	-0.002537966	0.002842649	0.001907977	-0.002063864	HG03132:HG03132
HG03133	HG03133	-0.3908987	0.1980173	-0.2089424	0.01733523	-0.001403041	0.003001581	-0.002702904	-0.002190318	-0.003294284	0.0009134003	HG03133:HG03133
HG03135	HG03135	-0.3930466	0.1973956	-0.2087973	0.01942624	0.003993609	0.003018113	0.0003550196	0.003454611	0.003533589	-0.001285392	HG03135:HG03135
HG03136	HG03136	-0.3892622	0.1971402	-0.2096923	0.01605812	-0.0007931321	0.005233999	0.008221668	0.001919329	0.0006123896	-0.004589393	HG03136:HG03136
HG03139	HG03139	-0.391618	0.1975705	-0.2054979	0.01683518	-0.0009208111	0.004858644	0.004381634	-0.006157199	0.002719664	0.0002466402	HG03139:HG03139
HG03157	HG03157	-0.3930275	0.1965112	-0.2108355	0.01442808	0.008564119	-0.006377783	0.001071128	-0.005060974	-0.0006381062	-7.13778e-05	HG03157:HG03157
HG03159	HG03159	-0.3916346	0.2001594	-0.2097885	0.01305552	0.001476123	-0.001590858	0.004772548	-0.001008976	-0.001641428	0.0001743476	HG03159:HG03159
HG03160	HG03160	-0.3879152	0.1979294	-0.1976844	0.01784593	-0.001047701	-0.003353417	0.004992193	0.0008716689	0.0003357152	0.002833822	HG03160:HG03160
HG03162	HG03162	-0.3886837	0.2020648	-0.2099038	0.01700101	-0.001941855	-0.002240477	0.001741986	-0.005560214	-0.001129345	-0.006775017	HG03162:HG03162
HG03163	HG03163	-0.3895454	0.201506	-0.2060911	0.01817454	0.003004738	-0.002875315	0.001324278	-0.004835975	-0.006279962	0.006500537	HG03163:HG03163
HG03166	HG03166	-0.3929864	0.2031292	-0.2144774	0.01974669	-0.001268415	-0.006543647	-0.001562997	-0.006226834	-7.250607e-05	-0.003158311	HG03166:HG03166
HG03168	HG03168	-0.3909495	0.1985372	-0.2047617	0.01768998	0.00157673	0.002854027	-0.0003336041	-8.822503e-05	-0.005876374	-0.0017925	HG03168:HG03168
HG03169	HG03169	-0.3947608	0.1995158	-0.2067776	0.01587006	-0.002362415	0.006121788	-0.001294202	-0.0006516152	-4.77985e-05	0.002980389	HG03169:HG03169
HG03172	HG03172	-0.3875562	0.1948144	-0.2049245	0.01926241	-0.002868686	-0.002455435	-0.002632299	0.000519608	-0.0005052739	-0.0002729568	HG03172:HG03172
HG03175	HG03175	-0.3948899	0.2015181	-0.2116682	0.01449947	-0.00870506	0.004877188	-0.001776903	-0.001941025	0.003683708	0.0001326735	HG03175:HG03175
HG03189	HG03189	-0.3879659	0.204256	-0.2055293	0.01737137	-0.004567421	-0.0001194536	0.004442926	0.002090453	-0.003582106	-0.002324318	HG03189:HG03189
HG03190	HG03190	-0.3878406	0.1985055	-0.2126123	0.02250787	-0.001596356	0.001374243	-0.003927237	-0.002599431	0.0008839962	-0.001724593	HG03190:HG03190
HG03193	HG03193	-0.3848182	0.1990292	-0.2093953	0.02275271	-0.005778736	0.002077018	-0.003912157	-0.0003656914	0.003323849	-0.005587804	HG03193:HG03193
HG03195	HG03195	-0.3935626	0.195873	-0.2051719	0.01441711	-0.0002292584	0.001777983	-0.005425474	-0.0002014647	-0.008665363	-0.003177461	HG03195:HG03195
HG03196	HG03196	-0.392229	0.1934382	-0.2076182	0.02094547	-0.005398108	-0.0002121755	0.001796826	0.006438359	0.001040554	-0.01109339	HG03196:HG03196
HG03198	HG03198	-0.3921538	0.1941101	-0.2109635	0.0130874	0.0003536066	-0.002604339	-0.001606256	-0.007058829	-0.0007454208	-0.005770268	HG03198:HG03198
HG03199	HG03199	-0.3981202	0.1936254	-0.211189	0.0104312	0.003265175	0.00422117	-0.004386567	-0.0005226997	-0.001955636	0.001548662	HG03199:HG03199
HG03202	HG03202	-0.3868823	0.1991382	-0.2044562	0.01919461	0.005454994	-0.002154931	0.0006824556	-0.01053385	0.003105024	0.006401068	HG03202:HG03202
HG03265	HG03265	-0.3931604	0.1965418	-0.2102752	0.019889	-0.0005409088	0.003666712	-0.003137026	0.003374632	0.003860716	-0.003747169	HG03265:HG03265
HG03267	HG03267	-0.3880469	0.2009063	-0.210966	0.01706753	-0.0008685472	-0.0001780203	0.001477624	-0.003462232	-0.004379877	0.004027835	HG03267:HG03267
HG03268	HG03268	-0.3903271	0.1969018	-0.2125048	0.01396366	0.0004652253	-0.003560652	-0.00394501	0.002789562	-0.0005632624	-0.0006903858	HG03268:HG03268
HG03270	HG03270	-0.3903925	0.1979226	-0.2100605	0.0200538	0.002035639	0.0005193023	0.001527319	0.005893967	-0.0006289047	0.002672682	HG03270:HG03270
HG03271	HG03271	-0.390511	0.1981665	-0.2119229	0.01716971	0.003196574	0.004499127	-0.005181356	-0.004009666	0.004161279	0.002801564	HG03271:HG03271
HG03279	HG03279	-0.3899137	0.1968927	-0.2061515	0.01885501	0.0006390694	-0.008300454	0.003975919	0.001150422	-0.002214931	-0.002313215	HG03279:HG03279
HG03280	HG03280	-0.3961486	0.1958675	-0.2113979	0.01954789	0.003149426	-0.001453546	-0.0007381924	0.007437157	0.001615533	-0.003973282	HG03280:HG03280
HG03291	HG03291	-0.390359	0.1976881	-0.2103888	0.01803043	0.002570226	0.0003824161	0.002549889	0.004882253	0.002558392	-0.0008366191	HG03291:HG03291
HG03294	HG03294	-0.389441	0.1969456	-0.2093503	0.01458198	-0.003423585	0.001387039	-0.002464854	0.003397861	-0.002559055	-0.005394969	HG03294:HG03294
HG03295	HG03295	-0.3865569	0.1948295	-0.2086879	0.01549891	-0.002170456	0.003992925	-0.005611099	-0.005563005	-0.003470065	-0.004593365	HG03295:HG03295
HG03297	HG03297	-0.39423	0.1937037	-0.2062218	0.02080468	-0.0003540072	-0.004645078	0.0003790231	-0.002004582	-0.001473035	0.004623191	HG03297:HG03297
HG03298	HG03298	-0.3905184	0.195976	-0.2104523	0.01645209	-4.826051e-05	0.002506754	-2.038368e-06	0.003743114	0.005206765	-8.455724e-05	HG03298:HG03298
HG03300	HG03300	-0.3911325	0.1956149	-0.2088763	0.01731564	0.0003109046	0.005384436	0.003653067	-0.002507409	0.001592639	-0.003883845	HG03300:HG03300
HG03301	HG03301	-0.3904829	0.1997565	-0.2112319	0.01809192	0.002768402	0.00183112	0.002100117	0.002145219	0.002067916	-0.001502937	HG03301:HG03301
HG03303	HG03303	-0.3900241	0.1988839	-0.2083445	0.0194081	0.001863665	8.741118e-05	0.002334838	-0.0008272985	0.003418685	0.0002193459	HG03303:HG03303
HG03304	HG03304	-0.3892231	0.1939622	-0.2045448	0.02096131	0.002360111	-0.006092407	-0.006973356	0.0008956844	-0.004281603	0.004593001	HG03304:HG03304
HG03311	HG03311	-0.3913252	0.1975126	-0.2113329	0.01220452	0.0006796287	-0.001088899	-0.005608433	-0.003311	0.005276903	-0.0007327001	HG03311:HG03311
HG03313	HG03313	-0.388795	0.1994956	-0.2066975	0.01759939	0.001822106	-0.00540093	-0.006375448	-0.004457773	0.0001904156	-0.002035267	HG03313:HG03313
HG03342	HG03342	-0.3897699	0.1983302	-0.208363	0.01285655	0.004458091	0.001122115	0.001140633	0.004349669	-0.005774853	0.007039609	HG03342:HG03342
HG03343	HG03343	-0.3895308	0.1977032	-0.2116078	0.01698449	7.79743e-06	-0.00407708	0.003021591	0.0006384589	0.001001227	0.007281344	HG03343:HG03343
HG03351	HG03351	-0.3888242	0.1940914	-0.2093179	0.01500117	-0.0005350088	-0.002876739	4.440292e-05	-0.007127547	0.004599763	-0.003144256	HG03351:HG03351
HG03352	HG03352	-0.3895482	0.1957167	-0.2106762	0.01662897	0.004033682	-0.003629229	0.00261888	-0.001165713	-0.000348786	0.003462293	HG03352:HG03352
HG03354	HG03354	-0.3856574	0.1981631	-0.2095466	0.01752219	-3.014505e-05	0.005128657	-0.001278394	-0.007195275	-0.004190542	-0.0005663061	HG03354:HG03354
HG03363	HG03363	-0.3873672	0.1970755	-0.2095797	0.01893391	0.0006409702	-0.0008573113	0.0002607192	0.003343178	0.003287758	0.0002248785	HG03363:HG03363
HG03366	HG03366	-0.3930984	0.1997198	-0.2142251	0.01138591	0.004233982	-0.001291518	-0.001117209	-0.004546173	0.001952589	0.001389573	HG03366:HG03366
HG03367	HG03367	-0.3941982	0.1985922	-0.209678	0.01902376	0.001031398	0.003294161	0.001535538	-0.001351517	-0.00413619	0.002143577	HG03367:HG03367
HG03369	HG03369	-0.3859508	0.1976947	-0.2022999	0.01396467	0.00533473	-0.00414719	0.002498068	-7.807352e-05	2.764191e-05	0.004424124	HG03369:HG03369
HG03370	HG03370	-0.388714	0.1983394	-0.2106686	0.01653024	0.002829919	0.01122809	-0.001894768	0.0006345623	-0.001082917	-0.0039325	HG03370:HG03370
HG03372	HG03372	-0.3887947	0.1977351	-0.2110606	0.01702171	0.004026207	-0.001928462	-0.006040387	0.001225534	4.562905e-05	0.004393081	HG03372:HG03372
HG03432	HG03432	-0.3923102	0.193903	-0.2018833	0.01351751	0.001205786	-0.008715939	0.01000629	-0.003790566	-0.004395838	-0.002248322	HG03432:HG03432
HG03499	HG03499	-0.3884088	0.2013582	-0.2100553	0.02132954	0.0008838929	0.001768037	-0.001944034	0.002838659	0.003188015	0.001169358	HG03499:HG03499
HG03511	HG03511	-0.3914848	0.1916782	-0.2089838	0.01464213	0.003344964	-0.004671448	0.0003715729	0.008832349	-0.006493959	0.0008873456	HG03511:HG03511
HG03514	HG03514	-0.3912314	0.196996	-0.209159	0.02166522	0.0005056495	0.003215879	0.001141383	-0.001329667	-0.002254269	0.003163056	HG03514:HG03514
HG03515	HG03515	-0.3936728	0.1953263	-0.2105574	0.008833475	-0.001776673	0.003005039	0.002672851	0.001301967	-0.003107037	0.002183856	HG03515:HG03515
HG03517	HG03517	-0.3952741	0.1972025	-0.2097219	0.01136418	-0.002229175	-0.002376302	-0.003277013	-0.003586622	0.00020972	-0.0001210522	HG03517:HG03517
HG03518	HG03518	-0.3841388	0.1980538	-0.2055646	0.01526925	0.005438117	-0.003530135	0.004264342	-0.002307539	0.002009382	-0.000275351	HG03518:HG03518
HG03520	HG03520	-0.3934405	0.2034292	-0.2101053	0.01462397	-0.002988437	-9.227598e-05	-0.006816793	-0.003224915	-0.008719862	-0.00563697	HG03520:HG03520
HG03521	HG03521	-0.3895448	0.1956414	-0.2089716	0.01488472	0.001434943	-0.0007774347	-0.004256509	-0.000528009	-0.001375758	-0.0009696712	HG03521:HG03521
HG03563	HG03563	-0.3882785	0.196066	-0.2060772	0.01788437	0.0001935568	-0.001741477	0.002872373	0.00357127	2.779824e-05	-0.003611015	HG03563:HG03563
HG03600	HG03600	-0.07457266	-0.07340666	0.08930778	-0.2524109	0.006915903	0.00241361	-0.006799197	-0.01730758	0.003994352	-0.00146983	HG03600:HG03600
HG03642	HG03642	-0.08254402	-0.07015006	0.08733424	-0.2411559	0.003893338	0.005812076	-0.008394163	-0.003850754	0.002383468	0.01193398	HG03642:HG03642
HG03643	HG03643	-0.08120982	-0.08144131	0.09398839	-0.2281146	0.003583945	0.0007964472	-0.0005680633	0.000134021	0.003784254	0.02801514	HG03643:HG03643
HG03645	HG03645	-0.0757056	-0.08130966	0.09437111	-0.2320304	0.0023443	-0.003539389	0.002889167	-0.01072167	-0.0008954211	0.01487574	HG03645:HG03645
HG03672	HG03672	-0.08207203	-0.09366967	0.09670609	-0.2504662	0.0001608357	0.007350398	-0.005915291	-0.01322561	-0.0006738963	0.05323232	HG03672:HG03672
HG03680	HG03680	-0.08230393	-0.08575035	0.09443947	-0.2435902	0.005609722	0.01351358	-0.004281138	-0.005315696	0.006703946	0.03364908	HG03680:HG03680
HG03684	HG03684	-0.07172721	-0.06336842	0.08774705	-0.2589684	0.006090364	-0.006330601	-0.007546577	-0.006933641	-0.001856549	0.01063447	HG03684:HG03684
HG03685	HG03685	-0.08152941	-0.07883768	0.0913444	-0.2368804	0.004156759	0.005090865	-0.005472687	-0.005624138	0.006434613	0.0123598	HG03685:HG03685
HG03686	HG03686	-0.07218862	-0.07034746	0.08754742	-0.2518604	0.009238756	0.001032265	-0.0002641247	-0.007485378	0.00117766	0.02053093	HG03686:HG03686
HG03687	HG03687	-0.0809132	-0.08340178	0.08369142	-0.2343507	-0.001617294	0.002123573	-0.007296661	-0.01267918	-9.984176e-05	0.003625543	HG03687:HG03687
HG03689	HG03689	-0.07931743	-0.08666641	0.09435492	-0.2407498	0.01139494	-0.001531345	-0.00022411	-0.007929717	-0.005325981	0.01330529	HG03689:HG03689
HG03690	HG03690	-0.07769902	-0.08221363	0.08939106	-0.2381533	0.006659486	0.002646733	-0.005080817	-0.01630663	0.004790804	0.01190125	HG03690:HG03690
HG03691	HG03691	-0.07615162	-0.07173306	0.09331779	-0.2350798	0.009783305	-0.003389547	-0.01083041	-0.006374837	0.008493351	0.01562841	HG03691:HG03691
HG03692	HG03692	-0.08389795	-0.07704263	0.09224396	-0.2452973	0.006754599	0.002837385	0.001791497	-0.0007263999	0.002957057	0.019694	HG03692:HG03692
HG03693	HG03693	-0.0761452	-0.07701203	0.09523442	-0.2352798	0.0147799	0.001718284	0.0002226794	-0.002768429	-0.001660345	0.01729123	HG03693:HG03693
HG03695	HG03695	-0.07929035	-0.08462795	0.08639981	-0.2359744	0.005058779	0.002195721	-0.006111606	-0.009447404	-0.003249342	0.01613441	HG03695:HG03695
HG03696	HG03696	-0.08010724	-0.089261	0.09664912	-0.229569	0.001947272	-0.0006095129	-0.00672975	-0.010823	-0.007049962	0.02129105	HG03696:HG03696
HG03711	HG03711	-0.08105967	-0.08872603	0.09374278	-0.2326775	0.005677916	0.008245501	-0.00594646	-0.01271151	0.004338778	0.009811166	HG03711:HG03711
HG03717	HG03717	-0.07629608	-0.08235516	0.09462088	-0.262496	0.003333349	0.01308973	-0.006477822	-0.04769661	-0.02895716	-0.1499895	HG03717:HG03717
HG03718	HG03718	-0.07429198	-0.08205812	0.09040754	-0.2591771	0.008585226	0.006066009	0.002759099	-0.04401975	-0.03247095	-0.1563093	HG03718:HG03718
HG03722	HG03722	-0.08307636	-0.07975903	0.09310902	-0.2550846	0.009844857	0.009153853	-0.00922943	-0.009971305	-0.003858178	-0.001006748	HG03722:HG03722
HG03729	HG03729	-0.08533958	-0.09167964	0.09629342	-0.2332751	0.0120559	0.001609854	0.007164451	-0.01683761	-0.004097315	-0.005263098	HG03729:HG03729
HG03730	HG03730	-0.07134825	-0.0621947	0.08996513	-0.2593406	0.009186686	0.003871586	0.003964119	-0.01039572	0.0005569331	0.01497479	HG03730:HG03730
HG03731	HG03731	-0.08428206	-0.09386908	0.0904571	-0.2258635	0.004937255	-0.0008643136	-0.001669184	-0.007974205	0.003551578	0.01849229	HG03731:HG03731
HG03733	HG03733	-0.0803958	-0.08190434	0.0913173	-0.251809	0.007608956	-0.0002880389	0.007714288	0.00181263	0.01106391	0.0299484	HG03733:HG03733
HG03738	HG03738	-0.08440534	-0.09535503	0.08934073	-0.2304103	0.01007287	-0.00510971	-0.001557809	-0.007082168	0.01368282	0.02443842	HG03738:HG03738
HG03740	HG03740	-0.0812518	-0.07990439	0.08947558	-0.2432076	0.005001904	0.01023319	-0.00328587	0.003544017	0.002152153	0.00909704	HG03740:HG03740
HG03743	HG03743	-0.06736091	-0.05992464	0.0882784	-0.2677672	0.008133745	-0.004670308	0.00601332	-0.01539114	0.0006156962	0.01425774	HG03743:HG03743
HG03744	HG03744	-0.07982388	-0.08243413	0.08525634	-0.2280131	0.01360588	-0.001748594	7.350764e-05	-0.001869482	0.01062005	0.005096587	HG03744:HG03744
HG03745	HG03745	-0.07852535	-0.08743772	0.08962867	-0.2330855	0.004569305	0.002871506	-0.003304294	-0.008886732	0.004173123	0.0155931	HG03745:HG03745
HG03753	HG03753	-0.08246504	-0.08043928	0.08785581	-0.2266551	0.008036628	-0.002128515	0.0003545084	-0.006626106	0.00365315	0.01963792	HG03753:HG03753
HG03754	HG03754	-0.08788527	-0.08589749	0.08913009	-0.2295028	0.001629106	0.007534498	0.004898471	-0.003382532	-0.00825923	0.01665389	HG03754:HG03754
HG03755	HG03755	-0.08276439	-0.08562524	0.09310343	-0.2241357	0.007997682	0.003092656	0.003458508	-0.01490322	0.001836925	0.01169368	HG03755:HG03755
HG03756	HG03756	-0.08133193	-0.08762155	0.09261883	-0.2289774	0.008860306	-0.001733191	-0.002193306	-0.005051285	0.001717948	0.02085241	HG03756:HG03756
HG03757	HG03757	-0.06850848	-0.06516583	0.09005024	-0.2606609	0.01192437	-0.001577326	-0.005839351	-0.009154943	0.002819297	0.01903229	HG03757:HG03757
HG03771	HG03771	-0.07196261	-0.07067459	0.09241105	-0.2346907	0.0006778797	0.005364947	0.005321971	-0.002069901	-0.00131608	0.0004653135	HG03771:HG03771
HG03772	HG03772	-0.07333303	-0.08174736	0.09005113	-0.275174	0.005706005	0.00661994	0.004428592	-0.04606718	-0.02878038	-0.1636824	HG03772:HG03772
HG03773	HG03773	-0.07178795	-0.08120925	0.09629105	-0.2650468	0.007518839	0.01101995	0.003814548	-0.05165085	-0.02237589	-0.1733658	HG03773:HG03773
HG03774	HG03774	-0.08549005	-0.09205176	0.09468303	-0.2253699	0.01229685	-0.0004794978	0.002692974	-0.009062564	-0.0001135517	0.01202467	HG03774:HG03774
HG03778	HG03778	-0.07496591	-0.08340075	0.08512987	-0.2360858	0.009432538	6.871216e-05	-0.003639745	-0.005907419	0.004619026	-0.008877849	HG03778:HG03778
HG03780	HG03780	-0.09046499	-0.09299732	0.0921711	-0.2278447	0.007306139	0.005647482	-0.007408342	-0.01027837	-0.002429952	0.015292	HG03780:HG03780
HG03784	HG03784	-0.0757885	-0.08517254	0.1000655	-0.2608068	0.008297466	0.003297509	-0.004598841	-0.04819362	-0.03150879	-0.152776	HG03784:HG03784
HG03785	HG03785	-0.07296384	-0.07801004	0.09172176	-0.2736273	0.009361425	0.005858741	-0.004765736	-0.05422335	-0.03295377	-0.1484874	HG03785:HG03785
HG03786	HG03786	-0.07725131	-0.08053016	0.09705221	-0.2641107	0.01479034	0.01206024	0.001906986	-0.04986192	-0.02363646	-0.1632173	HG03786:HG03786
HG03787	HG03787	-0.08068844	-0.07595582	0.08869311	-0.2473617	0.004649531	0.001286457	0.0001934077	-0.002330813	0.003111995	-0.00551052	HG03787:HG03787
HG03790	HG03790	-0.08432039	-0.09506308	0.08854325	-0.2232472	0.01210069	-0.003073671	0.003860761	-0.005216221	0.003392737	0.01494865	HG03790:HG03790
HG03836	HG03836	-0.08218572	-0.08616843	0.08956438	-0.2358771	0.01094628	0.003778912	0.00564615	-0.007199312	-0.002315853	0.0356991	HG03836:HG03836
HG03837	HG03837	-0.08345504	-0.08731477	0.09346789	-0.2513159	0.008252861	-0.002479717	-0.01763543	-0.006617205	0.04538178	0.06495415	HG03837:HG03837
HG03838	HG03838	-0.07534006	-0.07338032	0.08873789	-0.2280887	0.001174079	0.0009823787	0.01320385	-0.02005065	0.004160687	0.00854314	HG03838:HG03838
HG03846	HG03846	-0.08541054	-0.07316036	0.09762896	-0.2450834	0.002972036	0.001418484	-0.003850338	-0.01549211	-0.00540116	0.01463154	HG03846:HG03846
HG03848	HG03848	-0.07870876	-0.08288621	0.08805574	-0.2331237	0.00465939	0.001685112	-0.00743775	-0.005521887	0.002692485	0.01276238	HG03848:HG03848
HG03849	HG03849	-0.07747811	-0.07686488	0.09285231	-0.2398451	0.007809749	0.004174584	0.001725237	-0.01080614	-0.009618268	0.007512107	HG03849:HG03849
HG03850	HG03850	-0.08278922	-0.08247653	0.09028651	-0.23435	-3.561008e-05	-0.005858648	-0.0004314375	-0.006240726	-0.003587385	0.01973007	HG03850:HG03850
HG03851	HG03851	-0.08292085	-0.08379613	0.09176365	-0.227899	0.006880606	0.01180151	0.005075939	-0.004098823	0.01011956	0.01451134	HG03851:HG03851
HG03856	HG03856	-0.06656765	-0.05881754	0.09402287	-0.2673592	0.008187115	0.006336832	-0.002226029	-0.01470205	0.005244748	0.02197772	HG03856:HG03856
HG03858	HG03858	-0.0795906	-0.07212663	0.09247354	-0.2340883	0.007251944	0.003278782	0.001255704	-0.01559905	0.002901683	0.02370713	HG03858:HG03858
HG03861	HG03861	-0.07584229	-0.08181381	0.09588767	-0.2679692	0.003559355	0.004115194	0.004604038	-0.04849251	-0.02179183	-0.1547462	HG03861:HG03861
HG03862	HG03862	-0.08674493	-0.09388931	0.09081472	-0.2238941	0.004046969	0.004231509	-0.0001528648	-0.003283527	0.002316465	-0.001346818	HG03862:HG03862
