FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Super_Pop
HG03517	HG03517	-0.6709861	-0.1471926	0.1246488	-0.01323047	0.315081	-0.1612145	-0.09488914	0.01518949	0.01479385	0.005333843	AFR
HG03518	HG03518	-0.6605721	-0.1539949	0.1173301	-0.00408395	0.3166491	-0.1578129	-0.0991728	0.02216161	0.01511075	0.0004959582	AFR
HG03520	HG03520	-0.6635883	-0.1519102	0.1213584	-0.009358272	0.3189469	-0.1581556	-0.09990812	0.01459735	0.01654398	0.001227307	AFR
HG03521	HG03521	-0.6588919	-0.1517567	0.1234148	-0.009790064	0.3149869	-0.1585288	-0.09593254	0.01500739	0.01616602	0.0009003511	AFR
HG03563	HG03563	-0.6573612	-0.1472914	0.1227141	-0.003929967	0.3044935	-0.1480791	-0.08748235	0.02157808	0.009634667	0.001162674	AFR
HG03600	HG03600	-0.01251447	0.02380859	-0.1846567	-0.1811314	0.04017031	0.006514933	0.1364908	0.009515207	0.01100558	-0.01103117	SAS
HG03642	HG03642	-0.01680024	0.03008187	-0.1874684	-0.1749951	0.05238687	0.007503404	0.1351943	0.01261014	0.003259326	-3.590948e-05	SAS
HG03643	HG03643	-0.01330091	0.04285327	-0.1774459	-0.1733745	0.05068947	0.01693741	0.1335425	0.01738707	0.01163731	-0.008598305	SAS
HG03645	HG03645	-0.01557797	0.04077063	-0.1813709	-0.1700249	0.05195357	0.01572921	0.1321503	0.01370859	0.01345847	-0.009487491	SAS
HG03672	HG03672	-0.01527294	0.05962415	-0.1749629	-0.1793844	0.05442871	0.01978739	0.1334989	0.01277263	0.01615634	-0.004656541	SAS
HG03680	HG03680	-0.01221157	0.04649934	-0.179443	-0.1752578	0.0543967	0.01758254	0.1364713	0.01100499	0.006899408	-0.01114048	SAS
HG03684	HG03684	-0.01442739	0.016532	-0.1945552	-0.1789102	0.05260594	-0.001840983	0.1388363	0.008944209	0.003958306	-0.01073955	SAS
HG03685	HG03685	-0.01338505	0.03840854	-0.1833637	-0.1775792	0.04690896	0.01056558	0.1276978	0.01510894	0.01260449	-0.01011351	SAS
HG03686	HG03686	-0.01178995	0.0305595	-0.1840442	-0.1790798	0.04744924	-0.0008019605	0.1382266	0.01166411	0.005306701	-0.007847482	SAS
HG03687	HG03687	-0.01478945	0.04404178	-0.173122	-0.1716206	0.04979194	0.01025727	0.1284794	0.01360368	0.01221165	-0.00983717	SAS
HG03689	HG03689	-0.01525255	0.04766414	-0.1762647	-0.1802156	0.0476755	0.0168236	0.1339033	0.01795067	0.01679105	-0.004883453	SAS
HG03690	HG03690	-0.01439602	0.04271675	-0.1736189	-0.1775458	0.04632448	0.01779613	0.1301473	0.008566525	0.01283926	-0.002290484	SAS
HG03691	HG03691	-0.01608996	0.03283369	-0.181803	-0.1710428	0.05201741	0.01168523	0.1344293	0.01612803	0.01129856	-0.005698862	SAS
HG03692	HG03692	-0.01984822	0.03567763	-0.1827013	-0.1727377	0.05045369	0.009411573	0.1391747	0.01689461	0.01299167	-0.008366919	SAS
HG03693	HG03693	-0.009901741	0.03382882	-0.1842771	-0.172514	0.04555225	0.0100737	0.1325814	0.009995626	0.0153365	-0.005518933	SAS
HG03695	HG03695	-0.01760717	0.04286778	-0.176574	-0.1696576	0.04732992	0.01494439	0.1314143	0.01684031	0.01439704	-0.003164288	SAS
HG03696	HG03696	-0.01210408	0.04546263	-0.1782992	-0.1697906	0.04746931	0.01813373	0.1299992	0.0186781	0.009834667	-0.0008682735	SAS
HG03711	HG03711	-0.01821216	0.0475502	-0.1684157	-0.1769765	0.04813401	0.01708389	0.1272474	0.01387112	0.01495403	-0.005715275	SAS
HG03717	HG03717	-0.01593582	0.04107698	-0.180389	-0.1864858	0.04821198	0.01147031	0.1443186	0.01847976	0.01473685	-0.009524965	SAS
HG03718	HG03718	-0.01671002	0.03676189	-0.1840764	-0.1847679	0.04716127	0.004459506	0.1475661	0.01943119	0.01766643	-0.00580868	SAS
HG03722	HG03722	-0.0180429	0.03289565	-0.1873992	-0.1827985	0.04742485	0.003753585	0.1405363	0.01486716	0.01090538	-0.006095828	SAS
HG03729	HG03729	-0.02096799	0.0532065	-0.1713219	-0.1788572	0.05068892	0.01399783	0.1316348	0.02233739	0.01619723	-0.0008259819	SAS
HG03730	HG03730	-0.01431671	0.01804065	-0.1893859	-0.1852087	0.04967841	-0.005959104	0.1445694	0.006086404	0.009591011	-0.004355445	SAS
HG03731	HG03731	-0.02032057	0.05834981	-0.1649958	-0.167483	0.04653335	0.02559082	0.1269569	0.01933632	0.01802672	-0.004501977	SAS
HG03733	HG03733	-0.01718309	0.03953965	-0.17856	-0.1787715	0.05044632	0.01625786	0.1353032	0.02339305	0.01197186	-0.005252745	SAS
HG03738	HG03738	-0.01433817	0.05277493	-0.1732461	-0.1733699	0.04758471	0.01947691	0.1290525	0.01782861	0.01685754	-0.00347441	SAS
HG03740	HG03740	-0.0179656	0.03488176	-0.1826977	-0.1784735	0.04835468	0.01281366	0.1356946	0.01320962	0.01332808	-0.007890245	SAS
HG03743	HG03743	-0.007047752	0.008219917	-0.2023579	-0.1795957	0.05093435	-0.006293877	0.1433	0.01085742	0.004189676	-0.009497604	SAS
HG03744	HG03744	-0.01395272	0.03382935	-0.1823288	-0.1701492	0.04889561	0.01333341	0.1254962	0.01450659	0.0156358	-0.009108096	SAS
HG03745	HG03745	-0.01981242	0.04169365	-0.175384	-0.1751796	0.04033198	0.0146855	0.1299821	0.0142252	0.01324918	-0.003470284	SAS
HG03753	HG03753	-0.01824266	0.0393813	-0.1764562	-0.1714777	0.05311156	0.01334421	0.1254593	0.01806615	0.0117179	-0.004356674	SAS
HG03754	HG03754	-0.01853212	0.04565401	-0.1685	-0.1757124	0.04669091	0.01812333	0.1266418	0.01624313	0.01359749	-0.008753033	SAS
HG03755	HG03755	-0.01894152	0.04877494	-0.1798347	-0.1718715	0.04602686	0.01021419	0.1303224	0.01318405	0.01718018	-0.008455188	SAS
HG03756	HG03756	-0.01991164	0.04898257	-0.172666	-0.170369	0.04910751	0.01610256	0.1277443	0.01861907	0.01322378	-0.01153513	SAS
HG03757	HG03757	-0.01380297	0.01775853	-0.1927731	-0.1799827	0.05104351	-0.003383668	0.1455721	0.008411969	0.0009770128	-0.01096077	SAS
HG03771	HG03771	-0.009978449	0.02847971	-0.1871255	-0.1716057	0.0500725	0.01308987	0.1322402	0.009577918	0.01039219	-0.007570566	SAS
HG03772	HG03772	-0.01747392	0.03751982	-0.1817747	-0.1927862	0.0461597	0.0031482	0.1530397	0.0185899	0.01628637	-0.006004126	SAS
HG03773	HG03773	-0.01693923	0.03848776	-0.182137	-0.1880929	0.05110589	0.00915198	0.1503093	0.01897543	0.02423128	-0.01001801	SAS
HG03774	HG03774	-0.01929064	0.05508454	-0.1720735	-0.1757367	0.04871822	0.02138695	0.12762	0.02001883	0.01563481	-0.006000714	SAS
HG03778	HG03778	-0.01465932	0.03905137	-0.1764516	-0.1755433	0.04030713	0.01480349	0.1298728	0.01447609	0.01314752	-0.006602858	SAS
HG03780	HG03780	-0.01876952	0.05934776	-0.169887	-0.1720615	0.0498618	0.02170088	0.1280031	0.02246272	0.02092381	-0.003160646	SAS
HG03784	HG03784	-0.01529273	0.04265891	-0.1909278	-0.1864095	0.04930443	0.01082123	0.146827	0.01973642	0.01720664	-0.01163886	SAS
HG03785	HG03785	-0.02127996	0.03680143	-0.1874114	-0.191071	0.04957677	0.001310801	0.1497859	0.01609495	0.01763636	-0.009260435	SAS
HG03786	HG03786	-0.01703384	0.03663007	-0.1892512	-0.183791	0.0439375	0.005232104	0.1512908	0.02270968	0.01978062	-0.01095306	SAS
HG03787	HG03787	-0.0163552	0.03073588	-0.1889191	-0.1811992	0.05134132	0.008138852	0.1378954	0.01031868	0.007501115	-0.004762396	SAS
HG03790	HG03790	-0.01679264	0.05869832	-0.1654179	-0.1736484	0.04787744	0.02122482	0.1283136	0.01957229	0.02598329	-0.003227649	SAS
HG03836	HG03836	-0.0187958	0.05198528	-0.1730507	-0.1720021	0.05058313	0.0197	0.1282786	0.02197326	0.01925365	-0.005029427	SAS
HG03837	HG03837	-0.01907684	0.04721114	-0.174589	-0.1773186	0.04812977	0.01978312	0.1391314	0.01738406	0.009306335	-0.0002542631	SAS
HG03838	HG03838	-0.01450319	0.03481807	-0.1791129	-0.1727835	0.04609119	0.01283019	0.1337021	0.01779993	0.007663001	-0.00168547	SAS
HG03846	HG03846	-0.01957555	0.03616227	-0.1862425	-0.1734211	0.05023349	0.008649929	0.1367755	0.01220833	0.01049843	-0.01029511	SAS
HG03848	HG03848	-0.01633702	0.04366727	-0.1767483	-0.1730001	0.04476045	0.01944389	0.1299317	0.01368213	0.00648403	-0.007092968	SAS
HG03849	HG03849	-0.01876414	0.0396341	-0.1792607	-0.171594	0.04921174	0.008201205	0.1296688	0.018033	0.01417245	-0.007054007	SAS
HG03850	HG03850	-0.01724685	0.04028101	-0.1742545	-0.1710671	0.04685666	0.02224475	0.1267567	0.01485224	0.008877613	-0.001814839	SAS
HG03851	HG03851	-0.01974027	0.04471511	-0.1700184	-0.1731299	0.04711174	0.01755453	0.1280079	0.02087509	0.01507919	-0.007527672	SAS
HG03856	HG03856	-0.008565651	0.006831435	-0.2054446	-0.1836415	0.04865612	-0.006084892	0.1495637	0.01033836	0.004111983	-0.01051082	SAS
HG03858	HG03858	-0.01590605	0.0285546	-0.1884763	-0.1766161	0.05247196	0.00918432	0.1316848	0.01449707	0.01100751	-0.004758876	SAS
HG03861	HG03861	-0.01326798	0.03947849	-0.1821679	-0.1871702	0.04519512	0.01131944	0.1503709	0.020026	0.01706812	-0.01219896	SAS
HG03862	HG03862	-0.016007	0.05541153	-0.161852	-0.1763558	0.04652391	0.02073447	0.1271709	0.01932551	0.02075532	-0.009132249	SAS
HG03863	HG03863	-0.01235783	0.05622368	-0.1695817	-0.1759493	0.04813756	0.01908594	0.1281596	0.01461468	0.01891945	-0.01132802	SAS
HG03866	HG03866	-0.02060495	0.04630706	-0.1713554	-0.179825	0.0480295	0.01666818	0.1357718	0.01723696	0.01571459	-0.005703166	SAS
HG03867	HG03867	-0.008584556	0.01587408	-0.1905846	-0.1749606	0.05077082	0.002950029	0.1414218	0.01420728	0.005250626	-0.007609627	SAS
HG03870	HG03870	-0.01565469	0.05167546	-0.1664405	-0.1803326	0.04496155	0.02055893	0.1243942	0.01465862	0.01538265	-0.009158122	SAS
HG03872	HG03872	-0.01476351	0.0522023	-0.1696605	-0.1699973	0.04663121	0.01718287	0.1251242	0.01909156	0.01410064	-0.0115536	SAS
HG03873	HG03873	-0.01694548	0.04423919	-0.1785051	-0.1800477	0.04510256	0.01546239	0.1405099	0.02288725	0.01362088	-0.012356	SAS
HG03882	HG03882	-0.01354498	0.05980899	-0.1661778	-0.1731687	0.04772296	0.01916048	0.1297202	0.02036148	0.02045268	-0.004615282	SAS
HG03884	HG03884	-0.0196383	0.04251671	-0.1782376	-0.1780187	0.05128177	0.01842475	0.1288109	0.01335091	0.01245897	-0.005523899	SAS
HG03885	HG03885	-0.01929847	0.04693275	-0.1744053	-0.1719233	0.04849974	0.01976969	0.1262367	0.01237222	0.01154115	-0.005576399	SAS
HG03886	HG03886	-0.01751842	0.04586043	-0.1751091	-0.1777631	0.0491959	0.0142344	0.1354825	0.01540534	0.01115365	-0.005347245	SAS
HG03887	HG03887	-0.01737812	0.04266795	-0.1775154	-0.1762923	0.0478707	0.01293941	0.1299269	0.01576892	0.007545744	-0.001881926	SAS
HG03894	HG03894	-0.0236893	0.03725294	-0.1772531	-0.1811751	0.04909506	0.01243259	0.1330345	0.0152875	0.01685474	-0.00692241	SAS
HG03896	HG03896	-0.02031233	0.03361244	-0.184706	-0.1778932	0.04302145	0.008052633	0.1355553	0.01340111	0.009363637	-0.006600914	SAS
HG03898	HG03898	-0.01861436	0.04095797	-0.1748655	-0.1767932	0.05459372	0.01329294	0.1380247	0.01822738	0.01660421	-0.005696727	SAS
HG03899	HG03899	-0.01507041	0.04014069	-0.1791075	-0.1726285	0.04769935	0.01671547	0.1301735	0.02065632	0.009359622	-0.003073378	SAS
HG03940	HG03940	-0.01748144	0.02719185	-0.1914746	-0.185703	0.04889509	0.005568582	0.1377374	0.01142984	0.004355653	-0.01037057	SAS
HG03941	HG03941	-0.01599157	0.01989196	-0.1855912	-0.1805499	0.0477795	0.00172481	0.1401708	0.01018332	0.01095643	-0.007258117	SAS
HG03943	HG03943	-0.017823	0.04098047	-0.1836947	-0.1758846	0.04586476	0.01241841	0.1343491	0.01712389	0.01161735	-0.008929951	SAS
HG03944	HG03944	-0.01655957	0.05105139	-0.1691543	-0.1739367	0.05135651	0.01241704	0.12583	0.01922154	0.01040165	-0.005408761	SAS
HG03947	HG03947	-0.02079386	0.03403503	-0.1839148	-0.1733465	0.05034019	0.009505039	0.1308893	0.01208541	0.01414144	-0.000829423	SAS
HG03949	HG03949	-0.01508815	0.04186713	-0.1726563	-0.1719818	0.04980353	0.01318873	0.1242154	0.01533758	0.01213113	-0.004275711	SAS
HG03951	HG03951	-0.01811821	0.04306256	-0.1709244	-0.1756246	0.04849014	0.01845005	0.1249127	0.01975082	0.007424511	-0.009024107	SAS
HG03955	HG03955	-0.01410974	0.04507424	-0.1669971	-0.1773471	0.0466605	0.01574978	0.1254552	0.01438161	0.01325692	-0.00117243	SAS
HG03963	HG03963	-0.0181453	0.03516937	-0.1819983	-0.1807812	0.04542511	0.01073654	0.1331864	0.014764	0.0106939	-0.005598015	SAS
HG03967	HG03967	-0.01878857	0.05849135	-0.1652662	-0.1752923	0.04359397	0.02358339	0.1319518	0.02055636	0.01604512	-0.007480092	SAS
HG03973	HG03973	-0.01863021	0.05813298	-0.1720402	-0.1747678	0.05084658	0.02109972	0.1353724	0.01637023	0.01839236	-0.01094517	SAS
HG03976	HG03976	-0.01086302	0.04554829	-0.1779208	-0.1675654	0.05166666	0.01455747	0.1271827	0.01603099	0.01088393	0.0007804573	SAS
HG03977	HG03977	-0.01246537	0.01375803	-0.2074597	-0.1911997	0.05029505	-0.003759922	0.1572162	0.0101723	0.004128375	-0.005238423	SAS
HG03985	HG03985	-0.01584245	0.02693044	-0.1922542	-0.1813249	0.05020357	0.004319578	0.1398808	0.008494585	0.004439826	-0.00665418	SAS
HG03986	HG03986	-0.01834999	0.04692877	-0.1753806	-0.1750436	0.04417021	0.01782203	0.1308347	0.0151566	0.01276203	-0.003729579	SAS
HG03990	HG03990	-0.01329431	0.03238949	-0.1821224	-0.1763052	0.05065532	0.01196416	0.1334318	0.01577373	0.01400588	-0.009759072	SAS
HG03991	HG03991	-0.01518237	0.04193986	-0.1802624	-0.1701209	0.04838997	0.01903665	0.1334328	0.02116551	0.01786251	-0.00125435	SAS
HG03998	HG03998	-0.0204759	0.04713658	-0.1730861	-0.1783589	0.04599245	0.01552633	0.132301	0.02585138	0.01328082	-0.009904599	SAS
HG03999	HG03999	-0.01323134	0.03769043	-0.1692245	-0.1741963	0.04531942	0.00633535	0.1337924	0.01543435	0.007915024	-0.005038698	SAS
HG04001	HG04001	-0.006721951	0.04177473	-0.1781096	-0.1723553	0.04445722	0.01773891	0.1384909	0.01443256	0.01546635	-0.009754296	SAS
HG04002	HG04002	-0.01732826	0.04659924	-0.1735205	-0.1728773	0.04995298	0.02275965	0.1340474	0.01873264	0.01729302	-0.007249245	SAS
HG04006	HG04006	-0.01469041	0.02808637	-0.1862658	-0.1791336	0.04807003	0.006242163	0.1338968	0.009661522	0.002741263	-0.01297179	SAS
HG04015	HG04015	-0.0176326	0.04024199	-0.1772892	-0.1741632	0.04743739	0.01213246	0.1366635	0.01878086	0.01025112	-0.003485377	SAS
HG04017	HG04017	-0.01642865	0.03631026	-0.1844014	-0.1875508	0.05214597	0.009034581	0.1536857	0.01926223	0.01741496	-0.006081764	SAS
HG04018	HG04018	-0.01594253	0.06117603	-0.1662692	-0.1745333	0.05053552	0.02595034	0.1328041	0.01775856	0.02447236	-0.008916009	SAS
HG04019	HG04019	-0.01356076	0.0528181	-0.1712405	-0.1768156	0.04780586	0.01672365	0.1299191	0.01916725	0.02529957	-0.005507194	SAS
HG04022	HG04022	-0.01714802	0.04773563	-0.1726659	-0.1791055	0.05175167	0.01782309	0.1353471	0.02227309	0.0145459	-0.0058064	SAS
HG04023	HG04023	-0.01339491	0.03571605	-0.1878973	-0.1893885	0.04711318	0.002735368	0.1625559	0.02121148	0.01930467	-0.007084113	SAS
HG04025	HG04025	-0.0164719	0.03947406	-0.187887	-0.1938126	0.05391856	-0.0004669084	0.1580443	0.01909237	0.01779568	-0.01065684	SAS
HG04026	HG04026	-0.01484963	0.03264636	-0.1837829	-0.1945754	0.04929956	0.003165085	0.1569583	0.0194815	0.01890939	-0.01082449	SAS
HG04029	HG04029	-0.01589766	0.04309422	-0.1743589	-0.1738221	0.04914502	0.02167969	0.130217	0.02300706	0.01068004	-0.008781939	SAS
HG04033	HG04033	-0.01834962	0.03782109	-0.1823627	-0.1734687	0.05110247	0.00839853	0.1315519	0.009943182	0.008277087	-0.009519539	SAS
HG04035	HG04035	-0.02221127	0.051514	-0.1719254	-0.1698703	0.04823734	0.01594058	0.1287456	0.0158086	0.01445176	-0.004201489	SAS
HG04042	HG04042	-0.0163349	0.04414323	-0.1742318	-0.1756486	0.04424209	0.01618469	0.1283947	0.0102015	0.0157483	-0.005227016	SAS
HG04047	HG04047	-0.01633347	0.03768685	-0.1762507	-0.1723151	0.04937739	0.01217476	0.1341364	0.01458472	0.006819093	-0.01273822	SAS
HG04054	HG04054	-0.01288213	0.03333869	-0.1880469	-0.1896378	0.04413283	0.001292169	0.1504959	0.02048755	0.01183564	-0.003202732	SAS
HG04056	HG04056	-0.01473367	0.04649259	-0.1844547	-0.1897713	0.04888528	0.004528848	0.1493878	0.01261286	0.01851843	-0.008330927	SAS
HG04061	HG04061	-0.01235033	0.01252108	-0.1944626	-0.1853309	0.04757095	0.001142704	0.1476392	0.00582271	0.001696557	-0.001353627	SAS
HG04062	HG04062	-0.01230892	0.01934722	-0.1940063	-0.1829278	0.05059852	-0.002090529	0.1458232	0.01541673	0.00561559	-0.007440439	SAS
HG04063	HG04063	-0.01534668	0.03494868	-0.1854632	-0.1913897	0.04612189	0.005056971	0.1455295	0.0178839	0.02112412	-0.008520247	SAS
HG04070	HG04070	-0.0119161	0.04437479	-0.1776221	-0.1747066	0.04583463	0.01736683	0.1291618	0.0193	0.01522355	-0.007718251	SAS
HG04075	HG04075	-0.01037857	0.04466169	-0.1780973	-0.1758276	0.04800876	0.01241282	0.1300337	0.02176268	0.01357089	-0.006239129	SAS
HG04076	HG04076	-0.01859652	0.04018155	-0.1768875	-0.1754412	0.04939986	0.01412081	0.1267076	0.01611539	0.01132927	-0.005678492	SAS
HG04093	HG04093	-0.01648963	0.05382682	-0.1718379	-0.1809008	0.04754006	0.01954931	0.1304735	0.01553858	0.01273273	-0.003686368	SAS
HG04094	HG04094	-0.01294596	0.03989874	-0.1785393	-0.1757954	0.04844939	0.01154279	0.1335357	0.01947476	0.01204674	-0.004545386	SAS
HG04096	HG04096	-0.01503403	0.03767282	-0.1876312	-0.1847103	0.04964591	0.009685156	0.1465735	0.01806946	0.01981344	-0.01076504	SAS
HG04098	HG04098	-0.01795298	0.0485601	-0.1766728	-0.1732439	0.05192624	0.01395374	0.1308362	0.01399484	0.01223694	-0.004624122	SAS
HG04100	HG04100	-0.01743645	0.03260653	-0.1783276	-0.1764333	0.04624564	0.009194052	0.1249382	0.0109489	0.01000726	-0.01087666	SAS
HG04107	HG04107	-0.01788776	0.04737959	-0.175477	-0.1767329	0.05181923	0.01011185	0.1337059	0.0227462	0.01401767	-0.007407413	SAS
HG04185	HG04185	-0.006568254	0.02582156	-0.1881861	-0.1752053	0.04538258	0.004858948	0.132541	0.008382437	0.009832295	-0.009387421	SAS
HG04186	HG04186	-0.008618685	0.02478402	-0.191283	-0.1795377	0.04479294	0.006881944	0.1399432	0.0127443	0.01108522	-0.003247423	SAS
HG04198	HG04198	-0.01849864	0.05813167	-0.1684508	-0.1755543	0.04890195	0.02608948	0.1238609	0.01938858	0.01722274	-0.005956261	SAS
HG04202	HG04202	-0.01347851	0.04482868	-0.1772566	-0.1748488	0.048395	0.01647055	0.1341138	0.01601535	0.009364208	-0.006307584	SAS
HG04206	HG04206	-0.02324979	0.05631129	-0.1633473	-0.1706246	0.04938335	0.01883127	0.1238576	0.02144978	0.0198899	-0.008698586	SAS
HG04209	HG04209	-0.0128872	0.04629203	-0.1742264	-0.1805566	0.0499428	0.01293397	0.1264357	0.01454305	0.0176236	-0.01002309	SAS
HG04211	HG04211	-0.02011428	0.06014797	-0.170307	-0.1808825	0.04798086	0.02425062	0.1284582	0.02264881	0.03352785	-0.002820667	SAS
HG04212	HG04212	-0.02037129	0.06015812	-0.1692031	-0.1762259	0.04459289	0.01722588	0.1329811	0.01409777	0.01854333	-0.006657688	SAS
HG04214	HG04214	-0.01897374	0.06332123	-0.1629727	-0.1750616	0.05486755	0.02441236	0.121622	0.01754778	0.02661958	-0.005165963	SAS
HG04219	HG04219	-0.01848643	0.0535431	-0.1712506	-0.1750342	0.04669949	0.01985715	0.1237169	0.01577188	0.01718061	-0.0009397682	SAS
HG04222	HG04222	-0.01716609	0.03576339	-0.1764169	-0.1796422	0.04826457	0.0118747	0.1350803	0.0204887	0.0128902	-0.009439339	SAS
HG04225	HG04225	-0.02106743	0.05922578	-0.1674553	-0.1733817	0.04406565	0.02277217	0.1250015	0.01958293	0.01725853	-0.0008004586	SAS
HG04229	HG04229	-0.01409126	0.03384615	-0.1804336	-0.1720342	0.05029932	0.01559795	0.1194078	0.010366	0.006965027	-0.003481386	SAS
HG04239	HG04239	-0.01498156	0.03820099	-0.1789662	-0.1751318	0.05041476	0.00961512	0.1313653	0.01943195	0.01299463	-0.008565465	SAS
HUI001_HUI001	HUI001_HUI001	0.2472573	-0.2055534	0.1526404	-0.05154892	-0.2504592	-0.1200507	-0.09094313	0.03616064	0.01593185	0.002991996	AMR
HUI002_HUI002	HUI002_HUI002	0.2447807	-0.2029412	0.146255	-0.04767305	-0.23691	-0.1196727	-0.0866392	0.03621721	0.01422425	0.004111591	AMR
HUI003_HUI003	HUI003_HUI003	0.23607	-0.1897541	0.1399038	-0.04400253	-0.2288853	-0.1063219	-0.08545355	0.03092787	0.01948175	0.006592234	AMR
HUI004_HUI004	HUI004_HUI004	0.2472135	-0.206842	0.1513096	-0.0524332	-0.2421268	-0.1198291	-0.08948871	0.03250924	0.01524512	0.005269949	AMR
HUI005_HUI005	HUI005_HUI005	0.2342834	-0.1887658	0.1401948	-0.04752175	-0.2224687	-0.1054831	-0.09183703	0.02784791	0.01866074	0.003899592	AMR
HUI006_HUI006	HUI006_HUI006	0.2412345	-0.2079261	0.1476144	-0.04839785	-0.2312617	-0.1199911	-0.08863433	0.03271178	0.0168326	0.0005170149	AMR
HUI007_HUI007	HUI007_HUI007	0.2400427	-0.1974603	0.150752	-0.05192271	-0.2359771	-0.1138688	-0.09062686	0.03252543	0.01674554	0.005461356	AMR
HUI008_HUI008	HUI008_HUI008	0.2384418	-0.1966615	0.1499588	-0.05633113	-0.2366252	-0.1141977	-0.09148945	0.0371377	0.01492468	0.002552284	AMR
HUI009_HUI009	HUI009_HUI009	0.2407945	-0.2011968	0.1528808	-0.05642261	-0.2410958	-0.1204606	-0.09428541	0.03498702	0.01626499	0.003171615	AMR
HUI010_HUI010	HUI010_HUI010	0.2418449	-0.208007	0.1576331	-0.0517758	-0.2426363	-0.1271637	-0.09294122	0.02840375	0.01800176	0.004286093	AMR
HUI011_HUI011	HUI011_HUI011	0.2461731	-0.203018	0.148812	-0.05148988	-0.2430735	-0.1178869	-0.09304184	0.03576466	0.01302236	0.001518873	AMR
HUI012_HUI012	HUI012_HUI012	0.2463777	-0.2072147	0.1519409	-0.05143161	-0.2448469	-0.1236386	-0.0941346	0.03550202	0.0188181	0.003627568	AMR
HUI013_HUI013	HUI013_HUI013	0.2454248	-0.2008047	0.1554352	-0.05272317	-0.2419236	-0.124218	-0.09196847	0.03285823	0.01981853	0.001605978	AMR
HUI014_HUI014	HUI014_HUI014	0.2401337	-0.1979245	0.1415784	-0.04934593	-0.2328069	-0.1180212	-0.08680584	0.03036432	0.01806111	0.007033241	AMR
HUI015_HUI015	HUI015_HUI015	0.2364558	-0.199209	0.1520639	-0.05465803	-0.2414584	-0.1223398	-0.0944072	0.03533407	0.01871058	0.002169829	AMR
HUI016_HUI016	HUI016_HUI016	0.240052	-0.1974283	0.1454206	-0.04992907	-0.2352261	-0.1154067	-0.08703762	0.0327333	0.01651303	0.005250232	AMR
HUI017_HUI017	HUI017_HUI017	0.2429748	-0.1979281	0.1505654	-0.0562513	-0.2331594	-0.116323	-0.09084631	0.03020565	0.01371092	0.002394247	AMR
HUI018_HUI018	HUI018_HUI018	0.241594	-0.1895995	0.1477849	-0.05169906	-0.2417359	-0.1130775	-0.09219808	0.02638117	0.0157751	0.002855244	AMR
HUI019_HUI019	HUI019_HUI019	0.2447659	-0.2008503	0.1505451	-0.05366728	-0.2391261	-0.1231395	-0.09429063	0.03343018	0.01273869	0.002444789	AMR
HUI020_HUI020	HUI020_HUI020	0.2451415	-0.2046046	0.1567521	-0.04985301	-0.2445092	-0.1212131	-0.091849	0.03402747	0.01651194	0.008757333	AMR
HUI021_HUI021	HUI021_HUI021	0.2481368	-0.2039915	0.1522023	-0.05369259	-0.2425106	-0.1183696	-0.0946434	0.03666946	0.01701573	0.001364432	AMR
HUI022_HUI022	HUI022_HUI022	0.2472303	-0.2018737	0.150508	-0.05267093	-0.243858	-0.1238728	-0.09384499	0.03597703	0.01856484	0.0009810735	AMR
HUI023_HUI023	HUI023_HUI023	0.2481197	-0.2034623	0.1545552	-0.0512471	-0.2487069	-0.120377	-0.09204455	0.0367319	0.01588888	0.001111291	AMR
HUI024_HUI024	HUI024_HUI024	0.2355461	-0.1972962	0.1484831	-0.05112134	-0.2298323	-0.1149233	-0.09027519	0.03787722	0.01613255	0.00383159	AMR
LAC001_LAC001	LAC001_LAC001	0.249081	-0.198409	0.1641763	-0.05513848	-0.2471562	-0.1234963	-0.09471239	-0.01726875	0.02829958	-0.005344923	AMR
LAC002_LAC002	LAC002_LAC002	0.2503612	-0.2008986	0.1616657	-0.04971714	-0.2520673	-0.1262293	-0.09428462	-0.008792156	0.03156688	-0.0053772	AMR
LAC003_LAC003	LAC003_LAC003	0.2365701	-0.1887026	0.159706	-0.05518246	-0.2410171	-0.1206539	-0.09489636	-0.004385921	0.02510412	-0.006860279	AMR
LAC004_LAC004	LAC004_LAC004	0.2407829	-0.1976367	0.1577535	-0.04877308	-0.2455356	-0.1272508	-0.09253824	-0.01070363	0.02649182	-0.001101137	AMR
LAC005_LAC005	LAC005_LAC005	0.2496961	-0.2035961	0.1610602	-0.04791446	-0.247963	-0.1245131	-0.09943411	-0.009903771	0.03519276	-0.0101498	AMR
LAC006_LAC006	LAC006_LAC006	0.2505293	-0.1990676	0.1610577	-0.04865961	-0.2431848	-0.1249666	-0.09688003	-0.01908687	0.03452607	-0.01155179	AMR
LAC007_LAC007	LAC007_LAC007	0.2538008	-0.2054141	0.1603267	-0.04826074	-0.2441485	-0.1225494	-0.09789645	-0.01451579	0.0343641	-0.01077872	AMR
LAC008_LAC008	LAC008_LAC008	0.2257647	-0.1867894	0.1510886	-0.04991565	-0.2301929	-0.115272	-0.0925973	-0.006668937	0.03388886	-0.002203498	AMR
LAC009_LAC009	LAC009_LAC009	0.2440117	-0.1923154	0.1559389	-0.04972272	-0.2380555	-0.1159348	-0.09434636	-0.01231606	0.03098681	-0.004271342	AMR
